order_id,product_id,category,quantity,unit_price,discount,line_total
ORD000114,P0077,Sports,2,167.38,0.0,334.76
ORD000115,P0080,Sports,1,99.79,0.2,79.83
ORD000116,P0018,Electronics,1,370.75,0.0,370.75
ORD000116,P0053,Fashion,2,62.69,0.2,100.3
ORD000116,P0019,Electronics,1,753.99,0.0,753.99
ORD000117,P0099,Beauty,2,70.54,0.0,141.08
ORD000117,P0020,Electronics,1,781.45,0.0,781.45
ORD000118,P0047,Fashion,2,146.73,0.05,278.79
ORD000119,P0040,Home & Garden,1,77.25,0.2,61.8
ORD000119,P0117,Books & Media,2,38.94,0.15,66.2
ORD000120,P0007,Electronics,1,71.56,0.05,67.98
ORD000121,P0027,Home & Garden,3,77.74,0.1,209.9
ORD000122,P0092,Beauty,1,118.26,0.05,112.35
ORD000123,P0098,Beauty,2,58.74,0.1,105.73
ORD000124,P0020,Electronics,1,781.45,0.0,781.45
ORD000124,P0096,Beauty,2,56.41,0.2,90.26
ORD000125,P0048,Fashion,1,30.16,0.1,27.14
ORD000125,P0017,Electronics,1,504.79,0.05,479.55
ORD000126,P0011,Electronics,1,733.95,0.15,623.86
ORD000126,P0055,Fashion,3,92.6,0.0,277.8
ORD000126,P0047,Fashion,1,146.73,0.05,139.39
ORD000126,P0077,Sports,1,167.38,0.0,167.38
ORD000126,P0037,Home & Garden,1,220.95,0.05,209.9
ORD000127,P0030,Home & Garden,1,53.4,0.0,53.4
ORD000127,P0077,Sports,1,167.38,0.0,167.38
ORD000127,P0086,Beauty,1,112.91,0.0,112.91
ORD000128,P0028,Home & Garden,1,167.29,0.0,167.29
ORD000129,P0068,Sports,1,52.84,0.0,52.84
ORD000130,P0005,Electronics,1,407.63,0.0,407.63
ORD000130,P0031,Home & Garden,1,247.54,0.15,210.41
ORD000130,P0005,Electronics,1,407.63,0.1,366.87
ORD000130,P0107,Books & Media,3,31.66,0.0,94.98
ORD000130,P0048,Fashion,1,30.16,0.0,30.16
ORD000131,P0057,Fashion,2,100.09,0.15,170.15
ORD000131,P0106,Books & Media,1,21.79,0.0,21.79
ORD000132,P0039,Home & Garden,1,229.92,0.0,229.92
ORD000132,P0037,Home & Garden,2,220.95,0.0,441.9
ORD000132,P0037,Home & Garden,1,220.95,0.2,176.76
ORD000133,P0033,Home & Garden,1,213.07,0.1,191.76
ORD000134,P0055,Fashion,1,92.6,0.0,92.6
ORD000134,P0066,Sports,1,124.94,0.1,112.45
ORD000134,P0051,Fashion,1,21.84,0.05,20.75
ORD000134,P0082,Beauty,1,35.18,0.0,35.18
ORD000135,P0086,Beauty,3,112.91,0.0,338.73
ORD000135,P0087,Beauty,1,61.99,0.15,52.69
ORD000135,P0067,Sports,1,310.35,0.05,294.83
ORD000135,P0049,Fashion,2,179.38,0.0,358.76
ORD000135,P0003,Electronics,1,675.0,0.0,675.0
ORD000136,P0061,Sports,1,272.82,0.0,272.82
ORD000136,P0012,Electronics,1,338.21,0.0,338.21
ORD000137,P0019,Electronics,3,753.99,0.2,1809.58
ORD000137,P0036,Home & Garden,2,64.58,0.0,129.16
ORD000137,P0095,Beauty,2,30.92,0.0,61.84
ORD000137,P0088,Beauty,1,98.82,0.0,98.82
ORD000138,P0036,Home & Garden,2,64.58,0.0,129.16
ORD000138,P0098,Beauty,1,58.74,0.05,55.8
ORD000138,P0013,Electronics,1,862.63,0.1,776.37
ORD000139,P0043,Fashion,1,83.9,0.1,75.51
ORD000140,P0103,Books & Media,1,33.25,0.0,33.25
ORD000141,P0054,Fashion,1,37.85,0.2,30.28
ORD000141,P0092,Beauty,2,118.26,0.05,224.69
ORD000141,P0063,Sports,1,25.19,0.0,25.19
ORD000142,P0063,Sports,1,25.19,0.05,23.93
ORD000143,P0055,Fashion,1,92.6,0.0,92.6
ORD000144,P0017,Electronics,1,504.79,0.05,479.55
ORD000145,P0114,Books & Media,2,34.15,0.0,68.3
ORD000145,P0045,Fashion,1,34.55,0.1,31.1
ORD000146,P0006,Electronics,2,234.84,0.0,469.68
ORD000147,P0017,Electronics,1,504.79,0.0,504.79
ORD000147,P0061,Sports,3,272.82,0.0,818.46
ORD000147,P0020,Electronics,1,781.45,0.05,742.38
ORD000147,P0057,Fashion,1,100.09,0.0,100.09
ORD000147,P0111,Books & Media,1,58.37,0.05,55.45
ORD000148,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000149,P0007,Electronics,1,71.56,0.0,71.56
ORD000149,P0027,Home & Garden,1,77.74,0.05,73.85
ORD000150,P0023,Home & Garden,1,33.75,0.1,30.38
ORD000151,P0090,Beauty,1,56.59,0.1,50.93
ORD000151,P0019,Electronics,1,753.99,0.1,678.59
ORD000152,P0117,Books & Media,1,38.94,0.1,35.05
ORD000153,P0003,Electronics,2,675.0,0.0,1350.0
ORD000154,P0079,Sports,1,134.88,0.0,134.88
ORD000154,P0003,Electronics,1,675.0,0.0,675.0
ORD000154,P0047,Fashion,1,146.73,0.1,132.06
ORD000154,P0097,Beauty,3,37.48,0.05,106.82
ORD000154,P0018,Electronics,1,370.75,0.15,315.14
ORD000155,P0109,Books & Media,1,36.9,0.2,29.52
ORD000155,P0014,Electronics,2,127.83,0.05,242.88
ORD000155,P0002,Electronics,3,282.77,0.0,848.31
ORD000155,P0034,Home & Garden,2,68.83,0.15,117.01
ORD000155,P0025,Home & Garden,1,164.39,0.05,156.17
ORD000156,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000156,P0021,Home & Garden,1,180.57,0.05,171.54
ORD000156,P0049,Fashion,2,179.38,0.0,358.76
ORD000156,P0118,Books & Media,3,20.23,0.0,60.69
ORD000156,P0117,Books & Media,1,38.94,0.2,31.15
ORD000157,P0016,Electronics,1,735.06,0.0,735.06
ORD000157,P0030,Home & Garden,1,53.4,0.05,50.73
ORD000157,P0112,Books & Media,1,36.19,0.1,32.57
ORD000158,P0026,Home & Garden,1,101.99,0.0,101.99
ORD000159,P0113,Books & Media,1,10.97,0.0,10.97
ORD000159,P0082,Beauty,2,35.18,0.0,70.36
ORD000159,P0101,Books & Media,1,58.39,0.0,58.39
ORD000160,P0001,Electronics,2,592.51,0.15,1007.27
ORD000161,P0025,Home & Garden,1,164.39,0.0,164.39
ORD000161,P0080,Sports,1,99.79,0.15,84.82
ORD000162,P0083,Beauty,1,104.56,0.0,104.56
ORD000163,P0075,Sports,1,90.37,0.1,81.33
ORD000163,P0042,Fashion,1,113.53,0.1,102.18
ORD000163,P0062,Sports,1,278.05,0.0,278.05
ORD000164,P0083,Beauty,2,104.56,0.0,209.12
ORD000165,P0056,Fashion,1,160.14,0.1,144.13
ORD000165,P0075,Sports,1,90.37,0.0,90.37
ORD000165,P0115,Books & Media,1,16.19,0.1,14.57
ORD000166,P0082,Beauty,1,35.18,0.05,33.42
ORD000167,P0081,Beauty,1,17.81,0.0,17.81
ORD000168,P0101,Books & Media,1,58.39,0.1,52.55
ORD000169,P0119,Books & Media,1,54.29,0.0,54.29
ORD000170,P0040,Home & Garden,3,77.25,0.0,231.75
ORD000171,P0012,Electronics,3,338.21,0.05,963.9
ORD000172,P0051,Fashion,1,21.84,0.05,20.75
ORD000172,P0012,Electronics,1,338.21,0.0,338.21
ORD000172,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000173,P0103,Books & Media,1,33.25,0.0,33.25
ORD000174,P0109,Books & Media,1,36.9,0.0,36.9
ORD000174,P0059,Fashion,2,67.75,0.05,128.72
ORD000175,P0063,Sports,1,25.19,0.15,21.41
ORD000175,P0010,Electronics,3,737.02,0.0,2211.06
ORD000175,P0060,Fashion,1,117.44,0.1,105.7
ORD000176,P0035,Home & Garden,1,89.13,0.05,84.67
ORD000176,P0007,Electronics,1,71.56,0.1,64.4
ORD000177,P0045,Fashion,1,34.55,0.05,32.82
ORD000177,P0034,Home & Garden,2,68.83,0.0,137.66
ORD000178,P0059,Fashion,2,67.75,0.0,135.5
ORD000179,P0059,Fashion,1,67.75,0.0,67.75
ORD000180,P0076,Sports,1,348.42,0.0,348.42
ORD000180,P0072,Sports,2,111.14,0.0,222.28
ORD000181,P0018,Electronics,2,370.75,0.0,741.5
ORD000182,P0059,Fashion,1,67.75,0.0,67.75
ORD000182,P0067,Sports,2,310.35,0.1,558.63
ORD000183,P0015,Electronics,1,769.37,0.0,769.37
ORD000184,P0011,Electronics,1,733.95,0.0,733.95
ORD000184,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000184,P0023,Home & Garden,2,33.75,0.0,67.5
ORD000184,P0069,Sports,1,47.49,0.0,47.49
ORD000185,P0057,Fashion,2,100.09,0.0,200.18
ORD000185,P0028,Home & Garden,1,167.29,0.0,167.29
ORD000186,P0120,Books & Media,1,38.91,0.1,35.02
ORD000187,P0106,Books & Media,2,21.79,0.1,39.22
ORD000187,P0011,Electronics,1,733.95,0.15,623.86
ORD000187,P0043,Fashion,2,83.9,0.0,167.8
ORD000188,P0001,Electronics,1,592.51,0.0,592.51
ORD000189,P0110,Books & Media,1,16.05,0.0,16.05
ORD000189,P0038,Home & Garden,1,169.03,0.0,169.03
ORD000189,P0035,Home & Garden,1,89.13,0.15,75.76
ORD000189,P0058,Fashion,1,166.02,0.0,166.02
ORD000190,P0044,Fashion,3,179.61,0.2,431.06
ORD000191,P0102,Books & Media,1,52.13,0.15,44.31
ORD000191,P0008,Electronics,1,601.4,0.0,601.4
ORD000191,P0003,Electronics,1,675.0,0.05,641.25
ORD000191,P0079,Sports,1,134.88,0.05,128.14
ORD000192,P0111,Books & Media,1,58.37,0.0,58.37
ORD000193,P0018,Electronics,2,370.75,0.05,704.42
ORD000193,P0052,Fashion,2,129.07,0.0,258.14
ORD000193,P0091,Beauty,1,90.2,0.0,90.2
ORD000193,P0051,Fashion,2,21.84,0.0,43.68
ORD000193,P0075,Sports,1,90.37,0.15,76.81
ORD000194,P0055,Fashion,1,92.6,0.0,92.6
ORD000194,P0104,Books & Media,1,28.85,0.15,24.52
ORD000195,P0030,Home & Garden,1,53.4,0.05,50.73
ORD000195,P0105,Books & Media,2,27.71,0.1,49.88
ORD000195,P0104,Books & Media,1,28.85,0.2,23.08
ORD000195,P0003,Electronics,2,675.0,0.1,1215.0
ORD000196,P0067,Sports,1,310.35,0.1,279.32
ORD000196,P0085,Beauty,1,33.57,0.15,28.53
ORD000196,P0052,Fashion,1,129.07,0.1,116.16
ORD000197,P0077,Sports,1,167.38,0.05,159.01
ORD000198,P0013,Electronics,3,862.63,0.0,2587.89
ORD000199,P0097,Beauty,1,37.48,0.0,37.48
ORD000200,P0052,Fashion,1,129.07,0.0,129.07
ORD000201,P0003,Electronics,2,675.0,0.1,1215.0
ORD000202,P0081,Beauty,2,17.81,0.05,33.84
ORD000202,P0005,Electronics,1,407.63,0.0,407.63
ORD000202,P0022,Home & Garden,1,68.56,0.05,65.13
ORD000202,P0008,Electronics,1,601.4,0.0,601.4
ORD000202,P0031,Home & Garden,1,247.54,0.05,235.16
ORD000203,P0073,Sports,1,162.52,0.0,162.52
ORD000203,P0004,Electronics,1,807.35,0.0,807.35
ORD000204,P0034,Home & Garden,1,68.83,0.0,68.83
ORD000204,P0017,Electronics,2,504.79,0.0,1009.58
ORD000204,P0026,Home & Garden,1,101.99,0.0,101.99
ORD000204,P0037,Home & Garden,2,220.95,0.1,397.71
ORD000205,P0057,Fashion,2,100.09,0.15,170.15
ORD000206,P0035,Home & Garden,1,89.13,0.0,89.13
ORD000207,P0077,Sports,1,167.38,0.0,167.38
ORD000208,P0044,Fashion,1,179.61,0.0,179.61
ORD000208,P0104,Books & Media,1,28.85,0.1,25.97
ORD000209,P0027,Home & Garden,1,77.74,0.0,77.74
ORD000209,P0025,Home & Garden,1,164.39,0.0,164.39
ORD000209,P0059,Fashion,1,67.75,0.1,60.98
ORD000210,P0007,Electronics,1,71.56,0.0,71.56
ORD000210,P0029,Home & Garden,2,55.22,0.0,110.44
ORD000211,P0026,Home & Garden,2,101.99,0.0,203.98
ORD000211,P0095,Beauty,1,30.92,0.0,30.92
ORD000212,P0088,Beauty,1,98.82,0.0,98.82
ORD000212,P0009,Electronics,2,236.37,0.0,472.74
ORD000213,P0008,Electronics,1,601.4,0.2,481.12
ORD000213,P0023,Home & Garden,1,33.75,0.1,30.38
ORD000213,P0038,Home & Garden,1,169.03,0.15,143.68
ORD000214,P0066,Sports,1,124.94,0.15,106.2
ORD000214,P0005,Electronics,2,407.63,0.05,774.5
ORD000215,P0024,Home & Garden,1,38.74,0.0,38.74
ORD000216,P0064,Sports,2,31.33,0.05,59.53
ORD000216,P0020,Electronics,1,781.45,0.0,781.45
ORD000216,P0078,Sports,1,64.33,0.0,64.33
ORD000217,P0072,Sports,1,111.14,0.0,111.14
ORD000218,P0068,Sports,1,52.84,0.2,42.27
ORD000219,P0111,Books & Media,1,58.37,0.05,55.45
ORD000219,P0050,Fashion,1,175.37,0.0,175.37
ORD000220,P0118,Books & Media,1,20.23,0.0,20.23
ORD000220,P0011,Electronics,1,733.95,0.0,733.95
ORD000220,P0003,Electronics,2,675.0,0.0,1350.0
ORD000221,P0039,Home & Garden,1,229.92,0.05,218.42
ORD000222,P0043,Fashion,1,83.9,0.0,83.9
ORD000223,P0007,Electronics,1,71.56,0.05,67.98
ORD000223,P0022,Home & Garden,2,68.56,0.15,116.55
ORD000223,P0052,Fashion,1,129.07,0.0,129.07
ORD000224,P0039,Home & Garden,2,229.92,0.0,459.84
ORD000225,P0088,Beauty,1,98.82,0.05,93.88
ORD000226,P0065,Sports,1,310.58,0.05,295.05
ORD000226,P0033,Home & Garden,1,213.07,0.1,191.76
ORD000226,P0074,Sports,1,200.27,0.0,200.27
ORD000227,P0062,Sports,1,278.05,0.05,264.15
ORD000227,P0055,Fashion,1,92.6,0.0,92.6
ORD000227,P0076,Sports,1,348.42,0.0,348.42
ORD000227,P0019,Electronics,1,753.99,0.0,753.99
ORD000227,P0062,Sports,1,278.05,0.0,278.05
ORD000228,P0064,Sports,2,31.33,0.2,50.13
ORD000228,P0056,Fashion,1,160.14,0.1,144.13
ORD000228,P0095,Beauty,1,30.92,0.15,26.28
ORD000229,P0010,Electronics,1,737.02,0.15,626.47
ORD000230,P0009,Electronics,1,236.37,0.05,224.55
ORD000231,P0024,Home & Garden,1,38.74,0.0,38.74
ORD000231,P0082,Beauty,2,35.18,0.0,70.36
ORD000231,P0013,Electronics,1,862.63,0.0,862.63
ORD000231,P0063,Sports,2,25.19,0.05,47.86
ORD000232,P0017,Electronics,1,504.79,0.0,504.79
ORD000232,P0057,Fashion,1,100.09,0.0,100.09
ORD000233,P0014,Electronics,1,127.83,0.2,102.26
ORD000233,P0079,Sports,1,134.88,0.0,134.88
ORD000234,P0116,Books & Media,2,12.17,0.0,24.34
ORD000234,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000234,P0070,Sports,1,273.9,0.1,246.51
ORD000234,P0070,Sports,1,273.9,0.05,260.2
ORD000234,P0100,Beauty,1,119.92,0.0,119.92
ORD000235,P0019,Electronics,1,753.99,0.05,716.29
ORD000235,P0087,Beauty,2,61.99,0.0,123.98
ORD000235,P0094,Beauty,2,104.78,0.0,209.56
